"Method","Miss","MissModel","MNAR","MCAR","MAR","Iteration","Rows","Cols","Total_data","Time_total","NRMSE"
"mean",0.4,"MNARMAR",0.2,0,0.2,1,26,200,5200,0.0788519382476807,1.2947774395589
"LLS",0.4,"MNARMAR",0.2,0,0.2,1,26,200,5200,5.70860028266907,2.27046348837011
"KNNImpute",0.4,"MNARMAR",0.2,0,0.2,1,26,200,5200,5.70860028266907,NA
"BPCA",0.4,"MNARMAR",0.2,0,0.2,1,26,200,5200,0.368106842041016,1.2947774395589
"svdImpute",0.4,"MNARMAR",0.2,0,0.2,1,26,200,5200,3.86333513259888,64.101011845021
"PPCA",0.4,"MNARMAR",0.13,0.13,0.13,1,26,200,5200,3.86333513259888,NA
"RF",0.4,"MNARMARMCAR",0.13,0.13,0.13,1,26,200,5200,2.45130777359009,1.23210319585802
"min",0.4,"MNARMARMCAR",0.13,0.13,0.13,1,26,200,5200,0.0824902057647705,1.32907980349931
"mean",0.4,"MNARMARMCAR",0.13,0.13,0.13,1,26,200,5200,0.077007532119751,1.22772395849746
"LLS",0.4,"MNARMARMCAR",0.13,0.13,0.13,1,26,200,5200,5.72174406051636,2.14592893363573
"KNNImpute",0.4,"MNARMARMCAR",0.13,0.13,0.13,1,26,200,5200,5.72174406051636,NA
"BPCA",0.4,"MNARMARMCAR",0.13,0.13,0.13,1,26,200,5200,0.36177396774292,1.22772395849746
"svdImpute",0.4,"MNARMARMCAR",0.13,0.13,0.13,1,26,200,5200,3.96102237701416,125.207085068252
"PPCA",0.5,"MNARMARMCAR",0,0.5,0,1,26,200,5200,3.96102237701416,NA
"RF",0.5,"MCAR",0,0.5,0,1,26,200,5200,1.86898899078369,1.03679159502184
"min",0.5,"MCAR",0,0.5,0,1,26,200,5200,0.0794553756713867,1.90150968845014
"mean",0.5,"MCAR",0,0.5,0,1,26,200,5200,0.0758330821990967,1.02903506971177
"LLS",0.5,"MCAR",0,0.5,0,1,26,200,5200,5.59445810317993,3.17763989971046
"KNNImpute",0.5,"MCAR",0,0.5,0,1,26,200,5200,0.00157928466796875,1.07763425354796
"BPCA",0.5,"MCAR",0,0.5,0,1,26,200,5200,0.41101598739624,1.02903506971177
"svdImpute",0.5,"MCAR",0,0.5,0,1,26,200,5200,3.62514615058899,1829.94105604317
"PPCA",0.5,"MCAR",0.5,0,0,1,26,200,5200,3.62514615058899,NA
"RF",0.5,"MCAR",0.5,0,0,1,26,200,5200,3.62514615058899,NA
"min",0.5,"MNAR",0.5,0,0,1,26,200,5200,0.0803515911102295,1.68240674050164
"mean",0.5,"MNAR",0.5,0,0,1,26,200,5200,0.0758183002471924,2.39276233635299
"LLS",0.5,"MNAR",0.5,0,0,1,26,200,5200,5.43453192710876,3.40263759673413
"KNNImpute",0.5,"MNAR",0.5,0,0,1,26,200,5200,5.43453192710876,NA
"BPCA",0.5,"MNAR",0.5,0,0,1,26,200,5200,0.407965183258057,2.39276233635299
"svdImpute",0.5,"MNAR",0.5,0,0,1,26,200,5200,2.00445437431335,26.5379347245246
"PPCA",0.5,"MNAR",0,0,0.5,1,26,200,5200,2.00445437431335,NA
"RF",0.5,"MAR",0,0,0.5,1,26,200,5200,1.87974667549133,1.05418397777863
"min",0.5,"MAR",0,0,0.5,1,26,200,5200,0.0835931301116943,1.92043791718404
"mean",0.5,"MAR",0,0,0.5,1,26,200,5200,0.0761370658874512,1.04015309700065
"LLS",0.5,"MAR",0,0,0.5,1,26,200,5200,5.54432106018066,9.49554480245613
"KNNImpute",0.5,"MAR",0,0,0.5,1,26,200,5200,5.54432106018066,NA
"BPCA",0.5,"MAR",0,0,0.5,1,26,200,5200,0.414414167404175,1.04015309700065
"svdImpute",0.5,"MAR",0,0,0.5,1,26,200,5200,0.638155937194824,159.573355150681
"PPCA",0.5,"MAR",0.25,0.25,0,1,26,200,5200,0.638155937194824,NA
"RF",0.5,"MAR",0.25,0.25,0,1,26,200,5200,0.638155937194824,NA
"min",0.5,"MNARMCAR",0.25,0.25,0,1,26,200,5200,0.0804564952850342,1.24595346532537
"mean",0.5,"MNARMCAR",0.25,0.25,0,1,26,200,5200,0.0767471790313721,1.54134824131001
"LLS",0.5,"MNARMCAR",0.25,0.25,0,1,26,200,5200,5.47624921798706,2.16608910458726
"KNNImpute",0.5,"MNARMCAR",0.25,0.25,0,1,26,200,5200,5.47624921798706,NA
"BPCA",0.5,"MNARMCAR",0.25,0.25,0,1,26,200,5200,0.400754928588867,1.54134824131001
"svdImpute",0.5,"MNARMCAR",0.25,0.25,0,1,26,200,5200,3.9043071269989,58.2463121924815
"PPCA",0.5,"MNARMCAR",0,0.25,0.25,1,26,200,5200,3.9043071269989,NA
"RF",0.5,"MARMCAR",0,0.25,0.25,1,26,200,5200,1.88894176483154,1.04692078260911
"min",0.5,"MARMCAR",0,0.25,0.25,1,26,200,5200,0.0823791027069092,1.92121105409603
"mean",0.5,"MARMCAR",0,0.25,0.25,1,26,200,5200,0.0761487483978271,1.03350670012918
"LLS",0.5,"MARMCAR",0,0.25,0.25,1,26,200,5200,5.55986452102661,6.3424626881862
"KNNImpute",0.5,"MARMCAR",0,0.25,0.25,1,26,200,5200,5.55986452102661,NA
"BPCA",0.5,"MARMCAR",0,0.25,0.25,1,26,200,5200,0.405650854110718,1.03350670012918
"svdImpute",0.5,"MARMCAR",0,0.25,0.25,1,26,200,5200,0.248430490493774,98.3333254464707
"PPCA",0.5,"MARMCAR",0.25,0,0.25,1,26,200,5200,0.248430490493774,NA
"RF",0.5,"MNARMAR",0.25,0,0.25,1,26,200,5200,1.90106415748596,1.30984534898489
"min",0.5,"MNARMAR",0.25,0,0.25,1,26,200,5200,0.084434986114502,1.19234216053948
"mean",0.5,"MNARMAR",0.25,0,0.25,1,26,200,5200,0.0770113468170166,1.30472639610597
"LLS",0.5,"MNARMAR",0.25,0,0.25,1,26,200,5200,5.58467316627502,1.95779019489466
"KNNImpute",0.5,"MNARMAR",0.25,0,0.25,1,26,200,5200,5.58467316627502,NA
"BPCA",0.5,"MNARMAR",0.25,0,0.25,1,26,200,5200,0.403747320175171,1.30472639610597
"svdImpute",0.5,"MNARMAR",0.25,0,0.25,1,26,200,5200,3.90124678611755,376.381919575748
"PPCA",0.5,"MNARMAR",0.17,0.17,0.17,1,26,200,5200,3.90124678611755,NA
"RF",0.5,"MNARMAR",0.17,0.17,0.17,1,26,200,5200,3.90124678611755,NA
"min",0.5,"MNARMARMCAR",0.17,0.17,0.17,1,26,200,5200,0.0764212608337402,1.28043172349871
"mean",0.5,"MNARMARMCAR",0.17,0.17,0.17,1,26,200,5200,0.0846805572509766,1.22713539208925
"LLS",0.5,"MNARMARMCAR",0.17,0.17,0.17,1,26,200,5200,5.49436736106873,2.30800452096582
"KNNImpute",0.5,"MNARMARMCAR",0.17,0.17,0.17,1,26,200,5200,5.49436736106873,NA
"BPCA",0.5,"MNARMARMCAR",0.17,0.17,0.17,1,26,200,5200,0.410419464111328,1.22713539208925
"svdImpute",0.5,"MNARMARMCAR",0.17,0.17,0.17,1,26,200,5200,3.85558414459229,87.5776452344285
"PPCA",0.02,"MCAR",0,0.02,0,2,26,200,5200,7.84568500518799,1.06995130080131
"RF",0.02,"MCAR",0,0.02,0,2,26,200,5200,1.70151257514954,1.00060710872568
"min",0.02,"MCAR",0,0.02,0,2,26,200,5200,0.0784556865692139,2.08199791631679
"mean",0.02,"MCAR",0,0.02,0,2,26,200,5200,0.078808069229126,1.00829530345539
"LLS",0.02,"MCAR",0,0.02,0,2,26,200,5200,0.105548143386841,1.22746511626506
"KNNImpute",0.02,"MCAR",0,0.02,0,2,26,200,5200,0.00110578536987305,1.00875573914835
"BPCA",0.02,"MCAR",0,0.02,0,2,26,200,5200,0.196873426437378,1.00829530345539
"svdImpute",0.02,"MCAR",0,0.02,0,2,26,200,5200,0.0917448997497559,1.45914080288204
"PPCA",0.02,"MNAR",0.02,0,0,2,26,200,5200,3.98059415817261,3.42739103536231
"RF",0.02,"MNAR",0.02,0,0,2,26,200,5200,0.817334651947021,3.4510780114682
"min",0.02,"MNAR",0.02,0,0,2,26,200,5200,0.0777194499969482,1.19888460520995
"mean",0.02,"MNAR",0.02,0,0,2,26,200,5200,0.0795989036560059,3.42482138527475
"LLS",0.02,"MNAR",0.02,0,0,2,26,200,5200,0.0581212043762207,3.63793402785977
"KNNImpute",0.02,"MNAR",0.02,0,0,2,26,200,5200,0.00101208686828613,3.44797878005193
"BPCA",0.02,"MNAR",0.02,0,0,2,26,200,5200,0.192129850387573,3.42482138527475
"svdImpute",0.02,"MNAR",0.02,0,0,2,26,200,5200,0.0561008453369141,3.87117567626466
"PPCA",0.02,"MAR",0,0,0.02,2,26,200,5200,4.18356847763062,1.10298345531024
"RF",0.02,"MAR",0,0,0.02,2,26,200,5200,1.71256327629089,1.01593889894754
"min",0.02,"MAR",0,0,0.02,2,26,200,5200,0.078716516494751,2.20942324326073
"mean",0.02,"MAR",0,0,0.02,2,26,200,5200,0.0759487152099609,1.00988720189362
"LLS",0.02,"MAR",0,0,0.02,2,26,200,5200,0.0962777137756348,1.44409469000558
"KNNImpute",0.02,"MAR",0,0,0.02,2,26,200,5200,0.00102758407592773,1.02059891967397
"BPCA",0.02,"MAR",0,0,0.02,2,26,200,5200,0.190781116485596,1.00988720189362
"svdImpute",0.02,"MAR",0,0,0.02,2,26,200,5200,0.0554628372192383,1.81563432901575
"PPCA",0.02,"MNARMCAR",0.01,0.01,0,2,26,200,5200,6.03162240982056,1.41704613749621
"RF",0.02,"MNARMCAR",0.01,0.01,0,2,26,200,5200,1.27180218696594,1.42602573057329
"min",0.02,"MNARMCAR",0.01,0.01,0,2,26,200,5200,0.0815887451171875,1.33387053056085
"mean",0.02,"MNARMCAR",0.01,0.01,0,2,26,200,5200,0.0789916515350342,1.41563107186519
"LLS",0.02,"MNARMCAR",0.01,0.01,0,2,26,200,5200,0.0823514461517334,1.52531746335288
"KNNImpute",0.02,"MNARMCAR",0.01,0.01,0,2,26,200,5200,0.00115370750427246,1.3938591286211
"BPCA",0.02,"MNARMCAR",0.01,0.01,0,2,26,200,5200,0.188810348510742,1.41563107186519
"svdImpute",0.02,"MNARMCAR",0.01,0.01,0,2,26,200,5200,0.0746164321899414,1.65979909645276
"PPCA",0.02,"MARMCAR",0,0.01,0.01,2,26,200,5200,5.94986796379089,1.10786215151187
"RF",0.02,"MARMCAR",0,0.01,0.01,2,26,200,5200,1.87535762786865,1.0494628056205
"min",0.02,"MARMCAR",0,0.01,0.01,2,26,200,5200,0.0810654163360596,2.16827097687888
"mean",0.02,"MARMCAR",0,0.01,0.01,2,26,200,5200,0.078629732131958,1.0254878141296
"LLS",0.02,"MARMCAR",0,0.01,0.01,2,26,200,5200,0.0989410877227783,1.36717081289789
"KNNImpute",0.02,"MARMCAR",0,0.01,0.01,2,26,200,5200,0.00109577178955078,1.02386631796012
"BPCA",0.02,"MARMCAR",0,0.01,0.01,2,26,200,5200,0.189242601394653,1.0254878141296
"svdImpute",0.02,"MARMCAR",0,0.01,0.01,2,26,200,5200,0.0728416442871094,1.65626428259246
"PPCA",0.02,"MNARMAR",0.01,0,0.01,2,26,200,5200,4.44410085678101,1.32060986877589
"RF",0.02,"MNARMAR",0.01,0,0.01,2,26,200,5200,0.878399133682251,1.34720848193462
"min",0.02,"MNARMAR",0.01,0,0.01,2,26,200,5200,0.0814547538757324,1.37087584961761
"mean",0.02,"MNARMAR",0.01,0,0.01,2,26,200,5200,0.0763709545135498,1.34145240849536
"LLS",0.02,"MNARMAR",0.01,0,0.01,2,26,200,5200,0.073803186416626,1.55804431902558
"KNNImpute",0.02,"MNARMAR",0.01,0,0.01,2,26,200,5200,0.00104689598083496,1.37075746434936
"BPCA",0.02,"MNARMAR",0.01,0,0.01,2,26,200,5200,0.191235780715942,1.34145240849536
"svdImpute",0.02,"MNARMAR",0.01,0,0.01,2,26,200,5200,0.0577619075775146,1.80780670750913
"PPCA",0.02,"MNARMARMCAR",0.01,0.01,0.01,2,26,200,5200,8.1307737827301,1.27619382805156
"RF",0.02,"MNARMARMCAR",0.01,0.01,0.01,2,26,200,5200,1.64252305030823,1.24460284512361
"min",0.02,"MNARMARMCAR",0.01,0.01,0.01,2,26,200,5200,0.0828509330749512,1.43500100293892
"mean",0.02,"MNARMARMCAR",0.01,0.01,0.01,2,26,200,5200,0.076589822769165,1.24060468109487
"LLS",0.02,"MNARMARMCAR",0.01,0.01,0.01,2,26,200,5200,0.130269765853882,1.38951290345364
"KNNImpute",0.02,"MNARMARMCAR",0.01,0.01,0.01,2,26,200,5200,0.00111865997314453,1.22388496272686
"BPCA",0.02,"MNARMARMCAR",0.01,0.01,0.01,2,26,200,5200,0.189626455307007,1.24060468109487
"svdImpute",0.02,"MNARMARMCAR",0.01,0.01,0.01,2,26,200,5200,0.0946304798126221,1.58065181645992
"PPCA",0.1,"MCAR",0,0.1,0,2,26,200,5200,26.8463249206543,1.11322274633056
"RF",0.1,"MCAR",0,0.1,0,2,26,200,5200,5.58623385429382,1.04952376544933
"min",0.1,"MCAR",0,0.1,0,2,26,200,5200,0.0801169872283936,2.21623388623712
"mean",0.1,"MCAR",0,0.1,0,2,26,200,5200,0.0760951042175293,1.03477074316378
"LLS",0.1,"MCAR",0,0.1,0,2,26,200,5200,0.701447486877441,1.41290156413791
"KNNImpute",0.1,"MCAR",0,0.1,0,2,26,200,5200,0.00341057777404785,1.05725258158473
"BPCA",0.1,"MCAR",0,0.1,0,2,26,200,5200,0.199499607086182,1.03477074316378
"svdImpute",0.1,"MCAR",0,0.1,0,2,26,200,5200,0.207655429840088,1.60151686632884
"PPCA",0.1,"MNAR",0.1,0,0,2,26,200,5200,20.3003344535828,2.78471054608363
"RF",0.1,"MNAR",0.1,0,0,2,26,200,5200,2.76456069946289,2.76786158240263
"min",0.1,"MNAR",0.1,0,0,2,26,200,5200,0.0805869102478027,1.24300648743552
"mean",0.1,"MNAR",0.1,0,0,2,26,200,5200,0.0762355327606201,2.73725597501155
"LLS",0.1,"MNAR",0.1,0,0,2,26,200,5200,0.53782320022583,3.15658499221822
"KNNImpute",0.1,"MNAR",0.1,0,0,2,26,200,5200,0.00107622146606445,2.74538269724829
"BPCA",0.1,"MNAR",0.1,0,0,2,26,200,5200,0.203031778335571,2.73725597501155
"svdImpute",0.1,"MNAR",0.1,0,0,2,26,200,5200,0.166217088699341,4.54037294265327
"PPCA",0.1,"MAR",0,0,0.1,2,26,200,5200,20.2151453495026,1.13301857792014
"RF",0.1,"MAR",0,0,0.1,2,26,200,5200,6.96967887878418,1.04566564289404
"min",0.1,"MAR",0,0,0.1,2,26,200,5200,0.079758882522583,2.27722229225742
"mean",0.1,"MAR",0,0,0.1,2,26,200,5200,0.0767326354980469,1.03692956943663
"LLS",0.1,"MAR",0,0,0.1,2,26,200,5200,0.796899795532227,1.52639859103506
"KNNImpute",0.1,"MAR",0,0,0.1,2,26,200,5200,0.00111198425292969,1.07643686408837
"BPCA",0.1,"MAR",0,0,0.1,2,26,200,5200,0.203354120254517,1.03692956943663
"svdImpute",0.1,"MAR",0,0,0.1,2,26,200,5200,0.169528961181641,1.77785286305157
"PPCA",0.1,"MNARMCAR",0.05,0.05,0,2,26,200,5200,23.6315298080444,1.42794707086301
"RF",0.1,"MNARMCAR",0.05,0.05,0,2,26,200,5200,3.27388739585876,1.41059721218851
"min",0.1,"MNARMCAR",0.05,0.05,0,2,26,200,5200,0.0795085430145264,1.35433625552641
"mean",0.1,"MNARMCAR",0.05,0.05,0,2,26,200,5200,0.0764839649200439,1.40548958782498
"LLS",0.1,"MNARMCAR",0.05,0.05,0,2,26,200,5200,0.946516036987305,1.54100960909957
"KNNImpute",0.1,"MNARMCAR",0.05,0.05,0,2,26,200,5200,0.00125503540039062,1.42378122484921
"BPCA",0.1,"MNARMCAR",0.05,0.05,0,2,26,200,5200,0.204955101013184,1.40548958782498
"svdImpute",0.1,"MNARMCAR",0.05,0.05,0,2,26,200,5200,0.190671443939209,1.78588855064756
"PPCA",0.1,"MARMCAR",0,0.05,0.05,2,26,200,5200,24.3218393325806,1.16423334508119
"RF",0.1,"MARMCAR",0,0.05,0.05,2,26,200,5200,5.27405071258545,1.04509727485535
"min",0.1,"MARMCAR",0,0.05,0.05,2,26,200,5200,0.0807640552520752,2.13774423809838
"mean",0.1,"MARMCAR",0,0.05,0.05,2,26,200,5200,0.0760543346405029,1.04467985288728
"LLS",0.1,"MARMCAR",0,0.05,0.05,2,26,200,5200,0.831480503082275,1.39303756839597
"KNNImpute",0.1,"MARMCAR",0,0.05,0.05,2,26,200,5200,0.00122451782226562,1.077403281337
"BPCA",0.1,"MARMCAR",0,0.05,0.05,2,26,200,5200,0.203701972961426,1.04467985288728
"svdImpute",0.1,"MARMCAR",0,0.05,0.05,2,26,200,5200,0.201461315155029,1.59750635482148
"PPCA",0.1,"MNARMAR",0.05,0,0.05,2,26,200,5200,20.165177822113,1.3986896557172
"RF",0.1,"MNARMAR",0.05,0,0.05,2,26,200,5200,2.70383739471436,1.38179094691305
"min",0.1,"MNARMAR",0.05,0,0.05,2,26,200,5200,0.0797646045684814,1.27697380797798
"mean",0.1,"MNARMAR",0.05,0,0.05,2,26,200,5200,0.0759391784667969,1.36571531511328
"LLS",0.1,"MNARMAR",0.05,0,0.05,2,26,200,5200,0.540475368499756,1.54161285807089
"KNNImpute",0.1,"MNARMAR",0.05,0,0.05,2,26,200,5200,0.00113558769226074,1.36264422546035
"BPCA",0.1,"MNARMAR",0.05,0,0.05,2,26,200,5200,0.197808265686035,1.36571531511328
"svdImpute",0.1,"MNARMAR",0.05,0,0.05,2,26,200,5200,0.167084217071533,1.69952290088677
"PPCA",0.1,"MNARMARMCAR",0.03,0.03,0.03,2,26,200,5200,20.4979031085968,1.24659285705648
"RF",0.1,"MNARMARMCAR",0.03,0.03,0.03,2,26,200,5200,3.0691249370575,1.21349570283869
"min",0.1,"MNARMARMCAR",0.03,0.03,0.03,2,26,200,5200,0.0790646076202393,1.46184039326545
"mean",0.1,"MNARMARMCAR",0.03,0.03,0.03,2,26,200,5200,0.0765595436096191,1.21015097643943
"LLS",0.1,"MNARMARMCAR",0.03,0.03,0.03,2,26,200,5200,0.546704769134521,1.4472440849639
"KNNImpute",0.1,"MNARMARMCAR",0.03,0.03,0.03,2,26,200,5200,0.00120449066162109,1.22242650007534
"BPCA",0.1,"MNARMARMCAR",0.03,0.03,0.03,2,26,200,5200,0.198649168014526,1.21015097643943
"svdImpute",0.1,"MNARMARMCAR",0.03,0.03,0.03,2,26,200,5200,0.17775559425354,1.53889459021182
"PPCA",0.2,"MCAR",0,0.2,0,2,26,200,5200,50.1505188941956,1.14178158290927
"RF",0.2,"MCAR",0,0.2,0,2,26,200,5200,5.03730630874634,1.03392638196757
"min",0.2,"MCAR",0,0.2,0,2,26,200,5200,0.0797605514526367,2.19095912836168
"mean",0.2,"MCAR",0,0.2,0,2,26,200,5200,0.0756497383117676,1.02588498229821
"LLS",0.2,"MCAR",0,0.2,0,2,26,200,5200,5.9658420085907,1.48508321071924
"KNNImpute",0.2,"MCAR",0,0.2,0,2,26,200,5200,0.0012366771697998,1.07791435400622
"BPCA",0.2,"MCAR",0,0.2,0,2,26,200,5200,0.222301244735718,1.02588498229821
"svdImpute",0.2,"MCAR",0,0.2,0,2,26,200,5200,0.273390293121338,1.73507930492366
"PPCA",0.2,"MCAR",0.2,0,0,2,26,200,5200,0.273390293121338,NA
"RF",0.2,"MNAR",0.2,0,0,2,26,200,5200,6.00672960281372,2.55816012651648
"min",0.2,"MNAR",0.2,0,0,2,26,200,5200,0.0810797214508057,1.32905619438705
"mean",0.2,"MNAR",0.2,0,0,2,26,200,5200,0.0759010314941406,2.53111703687229
"LLS",0.2,"MNAR",0.2,0,0,2,26,200,5200,5.5370557308197,2.8877816198338
"KNNImpute",0.2,"MNAR",0.2,0,0,2,26,200,5200,5.5370557308197,NA
"BPCA",0.2,"MNAR",0.2,0,0,2,26,200,5200,0.221157550811768,2.53111703687229
"svdImpute",0.2,"MNAR",0.2,0,0,2,26,200,5200,0.790566444396973,18.6005051821078
"PPCA",0.2,"MAR",0,0,0.2,2,26,200,5200,48.33895611763,1.13212709812942
"RF",0.2,"MAR",0,0,0.2,2,26,200,5200,3.17693853378296,1.04481248912136
"min",0.2,"MAR",0,0,0.2,2,26,200,5200,0.0803818702697754,2.13716339884322
"mean",0.2,"MAR",0,0,0.2,2,26,200,5200,0.0762724876403809,1.0307179617822
"LLS",0.2,"MAR",0,0,0.2,2,26,200,5200,5.66676139831543,1.69275696108007
"KNNImpute",0.2,"MAR",0,0,0.2,2,26,200,5200,0.00123786926269531,1.06362516071033
"BPCA",0.2,"MAR",0,0,0.2,2,26,200,5200,0.220304489135742,1.0307179617822
"svdImpute",0.2,"MAR",0,0,0.2,2,26,200,5200,0.362777709960938,4.72514517307166
"PPCA",0.2,"MAR",0.1,0.1,0,2,26,200,5200,0.362777709960938,NA
"RF",0.2,"MNARMCAR",0.1,0.1,0,2,26,200,5200,6.74337148666382,1.4103139442319
"min",0.2,"MNARMCAR",0.1,0.1,0,2,26,200,5200,0.0798220634460449,1.29224721000903
"mean",0.2,"MNARMCAR",0.1,0.1,0,2,26,200,5200,0.0764274597167969,1.39937537626186
"LLS",0.2,"MNARMCAR",0.1,0.1,0,2,26,200,5200,5.954922914505,1.59205171362459
"KNNImpute",0.2,"MNARMCAR",0.1,0.1,0,2,26,200,5200,5.954922914505,NA
"BPCA",0.2,"MNARMCAR",0.1,0.1,0,2,26,200,5200,0.221254110336304,1.39937537626186
"svdImpute",0.2,"MNARMCAR",0.1,0.1,0,2,26,200,5200,0.488114356994629,3.69739979322072
"PPCA",0.2,"MARMCAR",0,0.1,0.1,2,26,200,5200,52.1972603797913,1.14777485614164
"RF",0.2,"MARMCAR",0,0.1,0.1,2,26,200,5200,3.3407461643219,1.05354197534953
"min",0.2,"MARMCAR",0,0.1,0.1,2,26,200,5200,0.0813736915588379,2.16490283483711
"mean",0.2,"MARMCAR",0,0.1,0.1,2,26,200,5200,0.0766148567199707,1.04115964924675
"LLS",0.2,"MARMCAR",0,0.1,0.1,2,26,200,5200,5.97035241127014,1.42605770829777
"KNNImpute",0.2,"MARMCAR",0,0.1,0.1,2,26,200,5200,0.00139188766479492,1.07841317894512
"BPCA",0.2,"MARMCAR",0,0.1,0.1,2,26,200,5200,0.22227954864502,1.04115964924675
"svdImpute",0.2,"MARMCAR",0,0.1,0.1,2,26,200,5200,0.378798484802246,2.03984268596072
"PPCA",0.2,"MARMCAR",0.1,0,0.1,2,26,200,5200,0.378798484802246,NA
"RF",0.2,"MNARMAR",0.1,0,0.1,2,26,200,5200,3.22549510002136,1.3588545631307
"min",0.2,"MNARMAR",0.1,0,0.1,2,26,200,5200,0.0790703296661377,1.26856113174201
"mean",0.2,"MNARMAR",0.1,0,0.1,2,26,200,5200,0.0817105770111084,1.34348238195647
"LLS",0.2,"MNARMAR",0.1,0,0.1,2,26,200,5200,5.67878246307373,1.79875458270792
"KNNImpute",0.2,"MNARMAR",0.1,0,0.1,2,26,200,5200,0.00126242637634277,1.3783239709902
"BPCA",0.2,"MNARMAR",0.1,0,0.1,2,26,200,5200,0.221887826919556,1.34348238195647
"svdImpute",0.2,"MNARMAR",0.1,0,0.1,2,26,200,5200,0.324059963226318,2.54470288945585
"PPCA",0.2,"MNARMARMCAR",0.07,0.07,0.07,2,26,200,5200,52.2394993305206,1.28942901895818
"RF",0.2,"MNARMARMCAR",0.07,0.07,0.07,2,26,200,5200,3.19319272041321,1.25362200296404
"min",0.2,"MNARMARMCAR",0.07,0.07,0.07,2,26,200,5200,0.0797195434570312,1.45976860049786
"mean",0.2,"MNARMARMCAR",0.07,0.07,0.07,2,26,200,5200,0.0761373043060303,1.23996951166441
"LLS",0.2,"MNARMARMCAR",0.07,0.07,0.07,2,26,200,5200,5.9221887588501,1.58896366273015
"KNNImpute",0.2,"MNARMARMCAR",0.07,0.07,0.07,2,26,200,5200,0.00126791000366211,1.26903421678984
"BPCA",0.2,"MNARMARMCAR",0.07,0.07,0.07,2,26,200,5200,0.221123695373535,1.23996951166441
"svdImpute",0.2,"MNARMARMCAR",0.07,0.07,0.07,2,26,200,5200,0.518301010131836,4.33823616306744
"PPCA",0.3,"MCAR",0,0.3,0,2,26,200,5200,2.37018671830495,1.1647437019228
"RF",0.3,"MCAR",0,0.3,0,2,26,200,5200,5.82805895805359,1.05606475999183
"min",0.3,"MCAR",0,0.3,0,2,26,200,5200,0.0826220512390137,2.15117224159361
"mean",0.3,"MCAR",0,0.3,0,2,26,200,5200,0.0761177539825439,1.0405903578626
"LLS",0.3,"MCAR",0,0.3,0,2,26,200,5200,5.98388338088989,462.288861980771
"KNNImpute",0.3,"MCAR",0,0.3,0,2,26,200,5200,0.00136375427246094,1.08120242316657
"BPCA",0.3,"MCAR",0,0.3,0,2,26,200,5200,0.333412647247314,1.0405903578626
"svdImpute",0.3,"MCAR",0,0.3,0,2,26,200,5200,4.01892709732056,33.3450691901598
"PPCA",0.3,"MCAR",0.3,0,0,2,26,200,5200,4.01892709732056,NA
"RF",0.3,"MNAR",0.3,0,0,2,26,200,5200,4.19463300704956,2.44768449387741
"min",0.3,"MNAR",0.3,0,0,2,26,200,5200,0.0826408863067627,1.41233141147217
"mean",0.3,"MNAR",0.3,0,0,2,26,200,5200,0.0762875080108643,2.417539547045
"LLS",0.3,"MNAR",0.3,0,0,2,26,200,5200,5.75000190734863,11.0522133121681
"KNNImpute",0.3,"MNAR",0.3,0,0,2,26,200,5200,5.75000190734863,NA
"BPCA",0.3,"MNAR",0.3,0,0,2,26,200,5200,0.332118272781372,2.417539547045
"svdImpute",0.3,"MNAR",0.3,0,0,2,26,200,5200,0.870982885360718,69.3189089129302
"PPCA",0.3,"MNAR",0,0,0.3,2,26,200,5200,0.870982885360718,NA
"RF",0.3,"MAR",0,0,0.3,2,26,200,5200,2.7819516658783,1.03267148859916
"min",0.3,"MAR",0,0,0.3,2,26,200,5200,0.0821630954742432,2.07698472005208
"mean",0.3,"MAR",0,0,0.3,2,26,200,5200,0.0755226612091064,1.02158812119578
"LLS",0.3,"MAR",0,0,0.3,2,26,200,5200,5.7829692363739,6.84485585523923
"KNNImpute",0.3,"MAR",0,0,0.3,2,26,200,5200,0.00135374069213867,1.05919675950487
"BPCA",0.3,"MAR",0,0,0.3,2,26,200,5200,0.333091497421265,1.02158812119578
"svdImpute",0.3,"MAR",0,0,0.3,2,26,200,5200,2.76828670501709,23.8208734857951
"PPCA",0.3,"MAR",0.15,0.15,0,2,26,200,5200,2.76828670501709,NA
"RF",0.3,"MNARMCAR",0.15,0.15,0,2,26,200,5200,2.85649061203003,1.45720572052215
"min",0.3,"MNARMCAR",0.15,0.15,0,2,26,200,5200,0.0825715065002441,1.23322553018697
"mean",0.3,"MNARMCAR",0.15,0.15,0,2,26,200,5200,0.0762624740600586,1.44574536376459
"LLS",0.3,"MNARMCAR",0.15,0.15,0,2,26,200,5200,5.84939789772034,1.68325521097056
"KNNImpute",0.3,"MNARMCAR",0.15,0.15,0,2,26,200,5200,5.84939789772034,NA
"BPCA",0.3,"MNARMCAR",0.15,0.15,0,2,26,200,5200,0.386853694915771,1.44574536376459
"svdImpute",0.3,"MNARMCAR",0.15,0.15,0,2,26,200,5200,3.80982398986816,42.1628709103006
"PPCA",0.3,"MNARMCAR",0,0.15,0.15,2,26,200,5200,3.80982398986816,NA
"RF",0.3,"MARMCAR",0,0.15,0.15,2,26,200,5200,2.80110883712769,1.05409822255588
"min",0.3,"MARMCAR",0,0.15,0.15,2,26,200,5200,0.079641580581665,2.10427158344272
"mean",0.3,"MARMCAR",0,0.15,0.15,2,26,200,5200,0.0752184391021729,1.0444424737907
